dataset,model,seed,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_epoch,elapsed_sec,meta_dataset_type,meta_source,meta_split_id,meta_make_undirected,meta_num_nodes,meta_num_edges,meta_edge_homophily,filter_weights
wisconsin,harp_no_signal,3,1.0,0.887499988079071,0.9411764740943909,0.0001920024078572169,0.4355611801147461,0.1655232161283493,248,7.173884391784668,geom_gcn,wisconsin,3,True,251,450,0.17777777777777778,"{'low': [0.3335912227630615, 0.22195374965667725, 0.22633476555347443, 0.218120276927948], 'high': [0.4654170870780945, 0.28916847705841064, 0.2454143762588501]}"
wisconsin,mixhop,4,1.0,0.824999988079071,0.8823529481887817,0.00038599048275500536,0.8988965153694153,0.42035841941833496,166,2.9154205322265625,geom_gcn,wisconsin,4,True,251,450,0.17777777777777778,
wisconsin,harp,4,1.0,0.8374999761581421,0.8823529481887817,0.00040403258753940463,0.740237832069397,0.4824115037918091,123,5.042952060699463,geom_gcn,wisconsin,4,True,251,450,0.17777777777777778,"{'low': [0.3158864974975586, 0.23614096641540527, 0.22620995342731476, 0.22176261246204376], 'high': [0.4881017804145813, 0.2631389796733856, 0.24875923991203308]}"
wisconsin,harp_low,4,1.0,0.7749999761581421,0.8039215803146362,0.000309003604343161,1.6347706317901611,0.8009105920791626,236,5.709463834762573,geom_gcn,wisconsin,4,True,251,450,0.17777777777777778,"{'low': [0.6081178188323975, 0.12420182675123215, 0.13269855082035065, 0.1349818855524063], 'high': [0.3333333432674408, 0.3333333432674408, 0.3333333432674408]}"
wisconsin,harp_high,4,1.0,0.7875000238418579,0.7647058963775635,0.04383625462651253,0.8948047757148743,0.8033305406570435,11,1.6663832664489746,geom_gcn,wisconsin,4,True,251,450,0.17777777777777778,"{'low': [0.25, 0.25, 0.25, 0.25], 'high': [0.3349771201610565, 0.3068271279335022, 0.3581957519054413]}"
wisconsin,harp_no_signal,4,1.0,0.862500011920929,0.8039215803146362,0.0004433099238667637,0.8718310594558716,0.7172426581382751,101,4.599749565124512,geom_gcn,wisconsin,4,True,251,450,0.17777777777777778,"{'low': [0.3151862919330597, 0.23542405664920807, 0.22615855932235718, 0.22323106229305267], 'high': [0.48081597685813904, 0.267880916595459, 0.2513030171394348]}"
wisconsin,mixhop,5,0.9583333134651184,0.824999988079071,0.7450980544090271,0.1334325671195984,0.5252450108528137,0.8202717900276184,6,0.8938829898834229,geom_gcn,wisconsin,5,True,251,450,0.17777777777777778,
wisconsin,harp,5,1.0,0.862500011920929,0.843137264251709,0.0004202277341391891,0.5255191326141357,0.6789186596870422,61,3.3167290687561035,geom_gcn,wisconsin,5,True,251,450,0.17777777777777778,"{'low': [0.3202964961528778, 0.22273479402065277, 0.2306642234325409, 0.22630451619625092], 'high': [0.44594019651412964, 0.28087666630744934, 0.27318304777145386]}"
wisconsin,harp_low,5,1.0,0.762499988079071,0.7450980544090271,0.00018221202481072396,1.1245391368865967,1.5856853723526,229,5.603169202804565,geom_gcn,wisconsin,5,True,251,450,0.17777777777777778,"{'low': [0.547494649887085, 0.14763738214969635, 0.15118786692619324, 0.1536799967288971], 'high': [0.3333333432674408, 0.3333333432674408, 0.3333333432674408]}"
wisconsin,harp_high,5,1.0,0.8374999761581421,0.7843137383460999,0.005622704979032278,0.8474575877189636,1.1275718212127686,21,1.782294750213623,geom_gcn,wisconsin,5,True,251,450,0.17777777777777778,"{'low': [0.25, 0.25, 0.25, 0.25], 'high': [0.36315298080444336, 0.299013614654541, 0.337833434343338]}"
wisconsin,harp_no_signal,5,1.0,0.875,0.8823529481887817,0.0005046431324444711,0.47780418395996094,0.6365303993225098,132,5.599575996398926,geom_gcn,wisconsin,5,True,251,450,0.17777777777777778,"{'low': [0.33203694224357605, 0.21566523611545563, 0.23065893352031708, 0.22163884341716766], 'high': [0.4754437506198883, 0.27809038758277893, 0.246465802192688]}"
wisconsin,mixhop,6,0.9583333134651184,0.8374999761581421,0.7647058963775635,0.19783243536949158,0.6039994955062866,0.6264428496360779,6,0.9448184967041016,geom_gcn,wisconsin,6,True,251,450,0.17777777777777778,
wisconsin,harp,6,1.0,0.875,0.8823529481887817,0.00036887111491523683,0.695835530757904,0.5824558138847351,64,4.055236101150513,geom_gcn,wisconsin,6,True,251,450,0.17777777777777778,"{'low': [0.32241466641426086, 0.2231837958097458, 0.22967393696308136, 0.22472767531871796], 'high': [0.459478497505188, 0.26992812752723694, 0.2705933749675751]}"
